string	data_package	source_type	annotator	string_type
Anomaloglossus roraima	170	pdf	annotator_1	scientific name
Anomaloglossus stepheni	170	pdf	annotator_1	scientific name
Anomaloglossus tepuyensis	170	pdf	annotator_1	scientific name
Aplastodiscus callipygius	170	pdf	annotator_1	scientific name
Arthroleptis krokosua	170	pdf	annotator_1	scientific name
Asterophryninae	170	pdf	annotator_1	scientific name
Astylosternus diadematus	170	pdf	annotator_1	scientific name
Boehmantis microtympanum	170	pdf	annotator_1	scientific name
Bolitoglossa mar morea	170	pdf	annotator_1	scientific name
Bolitoglossinae	170	pdf	annotator_1	scientific name
Boophis idae	170	pdf	annotator_1	scientific name
Breviceps mossambicus	170	pdf	annotator_1	scientific name
Bryophryne cophites	170	pdf	annotator_1	scientific name
Buergeria oxycephlus	170	pdf	annotator_1	scientific name
Callulina kisiwamsitu	170	pdf	annotator_1	scientific name
Callulops pullifer	170	pdf	annotator_1	scientific name
Calyptocephallela gayi	170	pdf	annotator_1	scientific name
Calyptocephallelidae	170	pdf	annotator_1	scientific name
Cardioglossa leucomystax	170	pdf	annotator_1	scientific name
Cardioglossa manengouba	170	pdf	annotator_1	scientific name
Celsiella revocata	170	pdf	annotator_1	scientific name
Celsiella vozmedianoi	170	pdf	annotator_1	scientific name
Centrolene daidaleum	170	pdf	annotator_1	scientific name
Ceuthomantis smaragdinus	170	pdf	annotator_1	scientific name
Charadrahyla nephila	170	pdf	annotator_1	scientific name
Charadrahyla taeniopus	170	pdf	annotator_1	scientific name
Chimerella mariaelenae	170	pdf	annotator_1	scientific name
Chiropterotriton multid entatus	170	pdf	annotator_1	scientific name
Colostethus panamansis	170	pdf	annotator_1	scientific name
Cophyla berara	170	pdf	annotator_1	scientific name
Craugastor montanus	170	pdf	annotator_1	scientific name
Craugastoridae	170	pdf	annotator_1	scientific name
Craugastorinae	170	pdf	annotator_1	scientific name
Crinia nimbus	170	pdf	annotator_1	scientific name
Dendrobates captivus	170	pdf	annotator_1	scientific name
Dendrobates uakarii	170	pdf	annotator_1	scientific name
Dendropsophus aperomeus	170	pdf	annotator_1	scientific name
Diasporus diastema	170	pdf	annotator_1	scientific name
Dicroglossidae	170	pdf	annotator_1	scientific name
Eleutherodactylus bothroboans	170	pdf	annotator_1	scientific name
Eleutherodactylus portoricensis	170	pdf	annotator_1	scientific name
Engystomops coloradorum	170	pdf	annotator_1	scientific name
Engystomops freibergi	170	pdf	annotator_1	scientific name
Engystomops guayaco	170	pdf	annotator_1	scientific name
Engystomops montubio	170	pdf	annotator_1	scientific name
Engystomops petersi	170	pdf	annotator_1	scientific name
Engystomops pustulatus	170	pdf	annotator_1	scientific name
Engystomops pustulosus	170	pdf	annotator_1	scientific name
Engystomops randi	170	pdf	annotator_1	scientific name
Espadarana andina	170	pdf	annotator_1	scientific name
Espadarana callistomma	170	pdf	annotator_1	scientific name
Espadarana prosoblepon	170	pdf	annotator_1	scientific name
Eupemphix nattereri	170	pdf	annotator_1	scientific name
Feihyla palpebralis	170	pdf	annotator_1	scientific name
Fejervarya kudremukhensis	170	pdf	annotator_1	scientific name
Fejervarya mudduraja	170	pdf	annotator_1	scientific name
Fejervarya triora	170	pdf	annotator_1	scientific name
Gephyromantis azzurrae	170	pdf	annotator_1	scientific name
Ghatixalus variabilis	170	pdf	annotator_1	scientific name
Gracixalus gracilipes	170	pdf	annotator_1	scientific name
Haddadus binotatus	170	pdf	annotator_1	scientific name
Hadromophryne natalensis	170	pdf	annotator_1	scientific name
Hemiphractus proboscideus	170	pdf	annotator_1	scientific name
Hemisus marmoratus	170	pdf	annotator_1	scientific name
Heterixalus madagascariensis	170	pdf	annotator_1	scientific name
Hoplobatrachus occipitali s	170	pdf	annotator_1	scientific name
Hyalinobatrachium carlesvilai	170	pdf	annotator_1	scientific name
Hyalinobatrachium orocostale	170	pdf	annotator_1	scientific name
Hyalinobatrachium tatayoi	170	pdf	annotator_1	scientific name
Hylomantis aspera	170	pdf	annotator_1	scientific name
Hylomantis granulosa	170	pdf	annotator_1	scientific name
Hylomantis hulli	170	pdf	annotator_1	scientific name
Hylomantis lemur	170	pdf	annotator_1	scientific name
Hyloscirtus lascinius	170	pdf	annotator_1	scientific name
Hyloscirtus phyllognathus	170	pdf	annotator_1	scientific name
Hyloxalus chlorocraspedus	170	pdf	annotator_1	scientific name
Hyperolius baumanni	170	pdf	annotator_1	scientific name
Hyperolius cinnamomeoventris	170	pdf	annotator_1	scientific name
Hyperolius kivuensis	170	pdf	annotator_1	scientific name
Hyperolius marmoratus	170	pdf	annotator_1	scientific name
Hyperolius molleri	170	pdf	annotator_1	scientific name
Hyperolius montanus	170	pdf	annotator_1	scientific name
Hyperolius mosaicus	170	pdf	annotator_1	scientific name
Hyperolius semidiscus	170	pdf	annotator_1	scientific name
Hyperolius thomensis	170	pdf	annotator_1	scientific name
Hypodactylus brunneus	170	pdf	annotator_1	scientific name
Hypodactylus dolops	170	pdf	annotator_1	scientific name
Hypodactylus elassodiscus	170	pdf	annotator_1	scientific name
Hypodactylus peraccai	170	pdf	annotator_1	scientific name
Ikakogi tayrona	170	pdf	annotator_1	scientific name
Ischnocnema guentheri	170	pdf	annotator_1	scientific name
Ischnocnema hoehnei	170	pdf	annotator_1	scientific name
Ischnocnema holti	170	pdf	annotator_1	scientific name
Ischnocnema juipoca	170	pdf	annotator_1	scientific name
Ischnocnema parva	170	pdf	annotator_1	scientific name
Kassina maculata	170	pdf	annotator_1	scientific name
Kurixalus odontotarsu s	170	pdf	annotator_1	scientific name
Laotriton laoensis	170	pdf	annotator_1	scientific name
Leptobrachium ailaonicum	170	pdf	annotator_1	scientific name
Leptobrachium huashen	170	pdf	annotator_1	scientific name
Leptobrachium ngoclinhense	170	pdf	annotator_1	scientific name
Leptobrachium promustache	170	pdf	annotator_1	scientific name
Leptodactylus didymus	170	pdf	annotator_1	scientific name
Leptodactylus melanonotus	170	pdf	annotator_1	scientific name
Leptodactylus mystaceus	170	pdf	annotator_1	scientific name
Leptodactylus mystacinus	170	pdf	annotator_1	scientific name
Leptodactylus plaumanni	170	pdf	annotator_1	scientific name
Leptodactylus rhodomystax	170	pdf	annotator_1	scientific name
Leptodactylus silvanimbus	170	pdf	annotator_1	scientific name
Leptolalax bourreti	170	pdf	annotator_1	scientific name
Leptolalax pelodytoides	170	pdf	annotator_1	scientific name
Leptopelis modestus	170	pdf	annotator_1	scientific name
Leptopelis palmatus	170	pdf	annotator_1	scientific name
Leptopelis vermiculatus	170	pdf	annotator_1	scientific name
Leuiperinae	170	pdf	annotator_1	scientific name
Limnodynastes convexiusculus	170	pdf	annotator_1	scientific name
Limnodynastes depressus	170	pdf	annotator_1	scientific name
Limnodynastes dorsalis	170	pdf	annotator_1	scientific name
Limnodynastes dumerilii	170	pdf	annotator_1	scientific name
Limnodynastes fletcheri	170	pdf	annotator_1	scientific name
Limnodynastes interioris	170	pdf	annotator_1	scientific name
Limnodynastes lignarius	170	pdf	annotator_1	scientific name
Limnodynastes peronii	170	pdf	annotator_1	scientific name
Limnodynastes salmini	170	pdf	annotator_1	scientific name
Limnodynastes tasmaniensis	170	pdf	annotator_1	scientific name
Limnodynastes terraereginae	170	pdf	annotator_1	scientific name
Litoria nudidigita	170	pdf	annotator_1	scientific name
Liuixalus romeri	170	pdf	annotator_1	scientific name
Lynchius flavomaculatus	170	pdf	annotator_1	scientific name
Lynchius nebulanastes	170	pdf	annotator_1	scientific name
Lynchius parkeri	170	pdf	annotator_1	scientific name
Mantidactylus op iparis	170	pdf	annotator_1	scientific name
Megastomatohyla mixe	170	pdf	annotator_1	scientific name
Melanophryniscus rubriventris	170	pdf	annotator_1	scientific name
Morerella cyanophthalma	170	pdf	annotator_1	scientific name
Myersiohyla inparquesi	170	pdf	annotator_1	scientific name
Myersiohyla kanaima	170	pdf	annotator_1	scientific name
Necturus lewis i	170	pdf	annotator_1	scientific name
Notaden melanoscaphus	170	pdf	annotator_1	scientific name
Nyctibatrachus aliciae	170	pdf	annotator_1	scientific name
Nymphargus bejaranoi	170	pdf	annotator_1	scientific name
Nymphargus cochranae	170	pdf	annotator_1	scientific name
Nymphargus griffithsi	170	pdf	annotator_1	scientific name
Nymphargus megacheirus	170	pdf	annotator_1	scientific name
Nymphargus mixomaculatus	170	pdf	annotator_1	scientific name
Nymphargus pluvialis	170	pdf	annotator_1	scientific name
Nymphargus posadae	170	pdf	annotator_1	scientific name
Nymphargus puyoensis	170	pdf	annotator_1	scientific name
Nymphargus rosadus	170	pdf	annotator_1	scientific name
Nymphargus siren	170	pdf	annotator_1	scientific name
Nymphargus wileyi	170	pdf	annotator_1	scientific name
Occidozyga magnapustulosa	170	pdf	annotator_1	scientific name
Odorrana chapaensis	170	pdf	annotator_1	scientific name
Odorrana tormota	170	pdf	annotator_1	scientific name
Oedipina complex	170	pdf	annotator_1	scientific name
Oedipina kasios	170	pdf	annotator_1	scientific name
Opisthothylax immaculatus	170	pdf	annotator_1	scientific name
Oreobates choristolemma	170	pdf	annotator_1	scientific name
Oreobates madidi	170	pdf	annotator_1	scientific name
Oreolalax liangbeiensis	170	pdf	annotator_1	scientific name
Osornophryne puruanta	170	pdf	annotator_1	scientific name
Pachymedusa dacnicolor	170	pdf	annotator_1	scientific name
Paratelmatobius cardosoi	170	pdf	annotator_1	scientific name
Paratelmatobius gaigeae	170	pdf	annotator_1	scientific name
Paratelmatobius poecilogaster	170	pdf	annotator_1	scientific name
Phasmahyla cochranae	170	pdf	annotator_1	scientific name
Phasmahyla cruzi	170	pdf	annotator_1	scientific name
Phasmahyla exilis	170	pdf	annotator_1	scientific name
Phasmahyla guttata	170	pdf	annotator_1	scientific name
Phasmahyla jandaia	170	pdf	annotator_1	scientific name
Philautus neelanethrus	170	pdf	annotator_1	scientific name
Philautus ponmudi	170	pdf	annotator_1	scientific name
Philautus poppiae	170	pdf	annotator_1	scientific name
Philautus quyeti	170	pdf	annotator_1	scientific name
Phlyctimantis leonardi	170	pdf	annotator_1	scientific name
Phlyctimantis verrucosus	170	pdf	annotator_1	scientific name
Phrynobatrachus leveleve	170	pdf	annotator_1	scientific name
Phrynomedusa marginata	170	pdf	annotator_1	scientific name
Phyllomedusa araguari	170	pdf	annotator_1	scientific name
Phyllomedusa atelopoides	170	pdf	annotator_1	scientific name
Phyllomedusa ayeaye	170	pdf	annotator_1	scientific name
Phyllomedusa azurea	170	pdf	annotator_1	scientific name
Phyllomedusa bahiana	170	pdf	annotator_1	scientific name
Phyllomedusa baltea	170	pdf	annotator_1	scientific name
Phyllomedusa bicolor	170	pdf	annotator_1	scientific name
Phyllomedusa boliviana	170	pdf	annotator_1	scientific name
Phyllomedusa burmeisteri	170	pdf	annotator_1	scientific name
Phyllomedusa camba	170	pdf	annotator_1	scientific name
Phyllomedusa centralis	170	pdf	annotator_1	scientific name
Phyllomedusa distincta	170	pdf	annotator_1	scientific name
Phyllomedusa duellmani	170	pdf	annotator_1	scientific name
Phyllomedusa hypochondrialis	170	pdf	annotator_1	scientific name
Phyllomedusa iheringii	170	pdf	annotator_1	scientific name
Phyllomedusa itacolomi	170	pdf	annotator_1	scientific name
Phyllomedusa megacephala	170	pdf	annotator_1	scientific name
Phyllomedusa neildi	170	pdf	annotator_1	scientific name
Phyllomedusa nordestina	170	pdf	annotator_1	scientific name
Phyllomedusa oreades	170	pdf	annotator_1	scientific name
Phyllomedusa palliata	170	pdf	annotator_1	scientific name
Phyllomedusa perinesos	170	pdf	annotator_1	scientific name
Phyllomedusa rohdei	170	pdf	annotator_1	scientific name
Phyllomedusa sauvagii	170	pdf	annotator_1	scientific name
Phyllomedusa tarsius	170	pdf	annotator_1	scientific name
Phyllomedusa tetraploidea	170	pdf	annotator_1	scientific name
Phyllomedusa tomopterna	170	pdf	annotator_1	scientific name
Phyllomedusa trinitatis	170	pdf	annotator_1	scientific name
Phyllomedusa vaillantii	170	pdf	annotator_1	scientific name
Physalaemus albonotatus	170	pdf	annotator_1	scientific name
Physalaemus barrioi	170	pdf	annotator_1	scientific name
Physalaemus biligonigerus	170	pdf	annotator_1	scientific name
Physalaemus cuvieri	170	pdf	annotator_1	scientific name
Physalaemus ephippifer	170	pdf	annotator_1	scientific name
Physalaemus gracilis	170	pdf	annotator_1	scientific name
Physalaemus riograndensis	170	pdf	annotator_1	scientific name
Physalaemus signifer	170	pdf	annotator_1	scientific name
Platymantis wuenscheorum	170	pdf	annotator_1	scientific name
Plethodontohyla fonetana	170	pdf	annotator_1	scientific name
Pleurodema bibroni	170	pdf	annotator_1	scientific name
Pleurodema brachyops	170	pdf	annotator_1	scientific name
Pleurodema bufoninum	170	pdf	annotator_1	scientific name
Pleurodema marmoratum	170	pdf	annotator_1	scientific name
Pleurodema thaul	170	pdf	annotator_1	scientific name
Pristimantis aniptopalmatus	170	pdf	annotator_1	scientific name
Pristimantis reichlei	170	pdf	annotator_1	scientific name
Pristimantis rhabdocnemus	170	pdf	annotator_1	scientific name
Probreviceps durirostris	170	pdf	annotator_1	scientific name
Probreviceps macrodactylus	170	pdf	annotator_1	scientific name
Proceratophrys concavitympanum	170	pdf	annotator_1	scientific name
Pseudacris fouquettei	170	pdf	annotator_1	scientific name
Psychrophrynella iatamasi	170	pdf	annotator_1	scientific name
Psychrophrynella wettsteini	170	pdf	annotator_1	scientific name
Rana cucae	170	pdf	annotator_1	scientific name
Rana gracilis	170	pdf	annotator_1	scientific name
Rana huanrensis	170	pdf	annotator_1	scientific name
Rana khalam	170	pdf	annotator_1	scientific name
Rana megalonesa	170	pdf	annotator_1	scientific name
Rana parvaccola	170	pdf	annotator_1	scientific name
Rhacophorus hui	170	pdf	annotator_1	scientific name
Rhacophorus kio	170	pdf	annotator_1	scientific name
Rhacophorus omeimontis	170	pdf	annotator_1	scientific name
Rheobates palmatus	170	pdf	annotator_1	scientific name
Rulyrana adiazeta	170	pdf	annotator_1	scientific name
Rulyrana flavopunctata	170	pdf	annotator_1	scientific name
Rulyrana spiculata	170	pdf	annotator_1	scientific name
Rulyrana susatamai	170	pdf	annotator_1	scientific name
Sabahphrynus maculatus	170	pdf	annotator_1	scientific name
Sachatamia albomaculata	170	pdf	annotator_1	scientific name
Sachatamia ilex	170	pdf	annotator_1	scientific name
Sachatamia punctulata	170	pdf	annotator_1	scientific name
Sechellophryne gardineri	170	pdf	annotator_1	scientific name
Sechellophryne pipilodryas	170	pdf	annotator_1	scientific name
Semnodactylus wealii	170	pdf	annotator_1	scientific name
Silverstoneia flotator	170	pdf	annotator_1	scientific name
Silverstoneia nubicola	170	pdf	annotator_1	scientific name
Siren intermedia	170	pdf	annotator_1	scientific name
Siren lacertina	170	pdf	annotator_1	scientific name
Sooglossus thomasseti	170	pdf	annotator_1	scientific name
Spelaeophryne methneri	170	pdf	annotator_1	scientific name
Spicospina flammocaerulea	170	pdf	annotator_1	scientific name
Tachycnemis seychellensis	170	pdf	annotator_1	scientific name
Telmatobius vilamensis	170	pdf	annotator_1	scientific name
Telmatobufo bullocki	170	pdf	annotator_1	scientific name
Telmatobufo venustus	170	pdf	annotator_1	scientific name
Thoropa taophora	170	pdf	annotator_1	scientific name
Triturus carn ifex	170	pdf	annotator_1	scientific name
Urspelerpes brucei	170	pdf	annotator_1	scientific name
Vitreorana antisthenesi	170	pdf	annotator_1	scientific name
Vitreorana castroviejoi	170	pdf	annotator_1	scientific name
Vitreorana eurygnatha	170	pdf	annotator_1	scientific name
Vitreorana gorzulae	170	pdf	annotator_1	scientific name
Vitreorana helenae	170	pdf	annotator_1	scientific name
Vitreorana oyampiensis	170	pdf	annotator_1	scientific name
Wakea madinika	170	pdf	annotator_1	scientific name
Xenopus gilli	170	pdf	annotator_1	scientific name
Ameerega	170	pdf	annotator_1	scientific name
Athroleptis	170	pdf	annotator_1	scientific name
Batrachophrynidae	170	pdf	annotator_1	scientific name
Ceratobatrachidae	170	pdf	annotator_1	scientific name
Conrauidae	170	pdf	annotator_1	scientific name
Gastrophryninae	170	pdf	annotator_1	scientific name
Ptychadenidae	170	pdf	annotator_1	scientific name
Alsodidae	170	pdf	annotator_1	scientific name
Alsodinae	170	pdf	annotator_1	scientific name
Alytidae	170	pdf	annotator_1	scientific name
Amphignathodontidae	170	pdf	annotator_1	scientific name
Anomaloglossus	170	pdf	annotator_1	scientific name
Arthroleptinae	170	pdf	annotator_1	scientific name
Barbaroula	170	pdf	annotator_1	scientific name
Batrachyla ?tzroya	170	pdf	annotator_1	scientific name
Boehmantis	170	pdf	annotator_1	scientific name
Borneophrys	170	pdf	annotator_1	scientific name
Brevicipitidae	170	pdf	annotator_1	scientific name
Bryophryne	170	pdf	annotator_1	scientific name
Calyptocephalellidae	170	pdf	annotator_1	scientific name
Celsiella	170	pdf	annotator_1	scientific name
Centroleninae	170	pdf	annotator_1	scientific name
Centroleninae	170	pdf	annotator_1	scientific name
Ceuthomantidae	170	pdf	annotator_1	scientific name
Charadrahyla	170	pdf	annotator_1	scientific name
Chimerella	170	pdf	annotator_1	scientific name
Crotaphotrema	170	pdf	annotator_1	scientific name
Cryptobatrachidae	170	pdf	annotator_1	scientific name
Cthonerpeton	170	pdf	annotator_1	scientific name
Cycloramphidae	170	pdf	annotator_1	scientific name
Diasporus	170	pdf	annotator_1	scientific name
Dischiodactylus	170	pdf	annotator_1	scientific name
Espadarana	170	pdf	annotator_1	scientific name
Feihyla	170	pdf	annotator_1	scientific name
Ghatixalus	170	pdf	annotator_1	scientific name
Gracixalus	170	pdf	annotator_1	scientific name
Hadromophryne	170	pdf	annotator_1	scientific name
Hemidactylinae	170	pdf	annotator_1	scientific name
Hemiphractidae	170	pdf	annotator_1	scientific name
Holoadeninae	170	pdf	annotator_1	scientific name
Homo	170	pdf	annotator_1	scientific name
Hyalinobatrachinae	170	pdf	annotator_1	scientific name
Hyalinobatrachinae	170	pdf	annotator_1	scientific name
Hydrolaetere	170	pdf	annotator_1	scientific name
Hypodactylus	170	pdf	annotator_1	scientific name
Ikakogi	170	pdf	annotator_1	scientific name
Kalophryninae	170	pdf	annotator_1	scientific name
Laotriton	170	pdf	annotator_1	scientific name
Leiuperinae	170	pdf	annotator_1	scientific name
Liuixalus	170	pdf	annotator_1	scientific name
Lynchius	170	pdf	annotator_1	scientific name
Megastomatohyla	170	pdf	annotator_1	scientific name
Melanophryne	170	pdf	annotator_1	scientific name
Morerella	170	pdf	annotator_1	scientific name
Mucubatrachus	170	pdf	annotator_1	scientific name
Myersiohyla	170	pdf	annotator_1	scientific name
Nymphargus	170	pdf	annotator_1	scientific name
Occidozygina	170	pdf	annotator_1	scientific name
Occidozyginae	170	pdf	annotator_1	scientific name
Otophryninae	170	pdf	annotator_1	scientific name
Paa	170	pdf	annotator_1	scientific name
Paratelmatobiinae	170	pdf	annotator_1	scientific name
Phyzelaphryninae	170	pdf	annotator_1	scientific name
Pristimantinae	170	pdf	annotator_1	scientific name
Proteus	170	pdf	annotator_1	scientific name
Rana	170	pdf	annotator_1	scientific name
Ranixalidae	170	pdf	annotator_1	scientific name
Rheobates	170	pdf	annotator_1	scientific name
Rulyrana	170	pdf	annotator_1	scientific name
Sabahphrynus	170	pdf	annotator_1	scientific name
Sachatamia	170	pdf	annotator_1	scientific name
Salamandrinae	170	pdf	annotator_1	scientific name
Salamandrininae	170	pdf	annotator_1	scientific name
Scolecomorphinae	170	pdf	annotator_1	scientific name
Sechellophryne	170	pdf	annotator_1	scientific name
Silverstoneia	170	pdf	annotator_1	scientific name
Siren	170	pdf	annotator_1	scientific name
Spea	170	pdf	annotator_1	scientific name
Spelerpinae	170	pdf	annotator_1	scientific name
Spelerpinae	170	pdf	annotator_1	scientific name
Stefania	170	pdf	annotator_1	scientific name
Strabomantidae	170	pdf	annotator_1	scientific name
Strabomantinae	170	pdf	annotator_1	scientific name
Stumpf?a	170	pdf	annotator_1	scientific name
Syncope	170	pdf	annotator_1	scientific name
Telmatobiidae	170	pdf	annotator_1	scientific name
Thoropidae	170	pdf	annotator_1	scientific name
Tsingymantis	170	pdf	annotator_1	scientific name
Urspelerpes	170	pdf	annotator_1	scientific name
Vitreorana	170	pdf	annotator_1	scientific name
Megophryidae	170	pdf	annotator_1	scientific name
Wolterstorf?na	170	pdf	annotator_1	scientific name
Cryptobatrachus	170	pdf	annotator_1	scientific name
Acanthixalus	170	pdf	annotator_1	scientific name
Acanthixalus sonjae	170	pdf	annotator_1	scientific name
Acanthixalus spinosus	170	pdf	annotator_1	scientific name
Acris	170	pdf	annotator_1	scientific name
Acris blanchardi	170	pdf	annotator_1	scientific name
Acris crepitans	170	pdf	annotator_1	scientific name
Acris gryllus	170	pdf	annotator_1	scientific name
Adelastes	170	pdf	annotator_1	scientific name
Adelophryne	170	pdf	annotator_1	scientific name
Adelophryne gutturosa	170	pdf	annotator_1	scientific name
Adelotus	170	pdf	annotator_1	scientific name
Adelotus brevis	170	pdf	annotator_1	scientific name
Adenomera	170	pdf	annotator_1	scientific name
Adenomus	170	pdf	annotator_1	scientific name
Adenomus kelaartii	170	pdf	annotator_1	scientific name
Afrixalus	170	pdf	annotator_1	scientific name
Afrixalus delicatus	170	pdf	annotator_1	scientific name
Afrixalus dorsalis	170	pdf	annotator_1	scientific name
Afrixalus fornasini	170	pdf	annotator_1	scientific name
Afrixalus knysnae	170	pdf	annotator_1	scientific name
Afrixalus laevis	170	pdf	annotator_1	scientific name
Afrixalus paradorsalis	170	pdf	annotator_1	scientific name
Agalychnis	170	pdf	annotator_1	scientific name
Agalychnis annae	170	pdf	annotator_1	scientific name
Agalychnis callidryas	170	pdf	annotator_1	scientific name
Agalychnis saltator	170	pdf	annotator_1	scientific name
Agalychnis spurrelli	170	pdf	annotator_1	scientific name
Aglyptodactylus	170	pdf	annotator_1	scientific name
Aglyptodactylus laticeps	170	pdf	annotator_1	scientific name
Aglyptodactylus madagascariensis	170	pdf	annotator_1	scientific name
Albericus	170	pdf	annotator_1	scientific name
Albericus laurini	170	pdf	annotator_1	scientific name
Alexteroon	170	pdf	annotator_1	scientific name
Alexteroon obstetricans	170	pdf	annotator_1	scientific name
Allobates	170	pdf	annotator_1	scientific name
Allobates brunneus	170	pdf	annotator_1	scientific name
Allobates caeruleodactylus	170	pdf	annotator_1	scientific name
Allobates conspicuus	170	pdf	annotator_1	scientific name
Allobates femoralis	170	pdf	annotator_1	scientific name
Allobates juanii	170	pdf	annotator_1	scientific name
Allobates nidicola	170	pdf	annotator_1	scientific name
Allobates talamancae	170	pdf	annotator_1	scientific name
Allobates trilineatus	170	pdf	annotator_1	scientific name
Allobates undulatus	170	pdf	annotator_1	scientific name
Allobates zaparo	170	pdf	annotator_1	scientific name
Allophryne	170	pdf	annotator_1	scientific name
Allophryne ruthveni	170	pdf	annotator_1	scientific name
Allophrynidae	170	pdf	annotator_1	scientific name
Alsodes	170	pdf	annotator_1	scientific name
Alsodes australis	170	pdf	annotator_1	scientific name
Alsodes barrioi	170	pdf	annotator_1	scientific name
Alsodes gargola	170	pdf	annotator_1	scientific name
Alsodes kaweshkari	170	pdf	annotator_1	scientific name
Alsodes monticola	170	pdf	annotator_1	scientific name
Alsodes nodosus	170	pdf	annotator_1	scientific name
Alsodes tumultuosus	170	pdf	annotator_1	scientific name
Alsodes vanzolinii	170	pdf	annotator_1	scientific name
Altigius	170	pdf	annotator_1	scientific name
Altiphrynoides	170	pdf	annotator_1	scientific name
Alytes	170	pdf	annotator_1	scientific name
Alytes cisternasii	170	pdf	annotator_1	scientific name
Alytes dickhilleni	170	pdf	annotator_1	scientific name
Alytes maurus	170	pdf	annotator_1	scientific name
Alytes muletensis	170	pdf	annotator_1	scientific name
Alytes obstetricans	170	pdf	annotator_1	scientific name
Ambystoma	170	pdf	annotator_1	scientific name
Ambystoma andersoni	170	pdf	annotator_1	scientific name
Ambystoma barbouri	170	pdf	annotator_1	scientific name
Ambystoma californiense	170	pdf	annotator_1	scientific name
Ambystoma cingulatum	170	pdf	annotator_1	scientific name
Ambystoma dumerilii	170	pdf	annotator_1	scientific name
Ambystoma gracile	170	pdf	annotator_1	scientific name
Ambystoma jeffersonianum	170	pdf	annotator_1	scientific name
Ambystoma laterale	170	pdf	annotator_1	scientific name
Ambystoma mabeei	170	pdf	annotator_1	scientific name
Ambystoma macrodactylum	170	pdf	annotator_1	scientific name
Ambystoma maculatum	170	pdf	annotator_1	scientific name
Ambystoma mexicanum	170	pdf	annotator_1	scientific name
Ambystoma opacum	170	pdf	annotator_1	scientific name
Ambystoma ordinarium	170	pdf	annotator_1	scientific name
Ambystoma talpoideum	170	pdf	annotator_1	scientific name
Ambystoma texanum	170	pdf	annotator_1	scientific name
Ambystoma tigrinum	170	pdf	annotator_1	scientific name
Ambystomatidae	170	pdf	annotator_1	scientific name
Amietia	170	pdf	annotator_1	scientific name
Amietia angolensis	170	pdf	annotator_1	scientific name
Amietia fuscigula	170	pdf	annotator_1	scientific name
Amietia vertebralis	170	pdf	annotator_1	scientific name
Amniota	170	pdf	annotator_1	scientific name
Amnirana	170	pdf	annotator_1	scientific name
Amnirana albolabris	170	pdf	annotator_1	scientific name
Amnirana galamensis	170	pdf	annotator_1	scientific name
Amnirana lepus	170	pdf	annotator_1	scientific name
Amolops	170	pdf	annotator_1	scientific name
Amolops bellulus	170	pdf	annotator_1	scientific name
Amolops chunganensis	170	pdf	annotator_1	scientific name
Amolops cremnobatus	170	pdf	annotator_1	scientific name
Amolops daiyunensis	170	pdf	annotator_1	scientific name
Amolops granulosus	170	pdf	annotator_1	scientific name
Amolops hainanensis	170	pdf	annotator_1	scientific name
Amolops hongkongensis	170	pdf	annotator_1	scientific name
Amolops jinjiangensis	170	pdf	annotator_1	scientific name
Amolops kangtingensis	170	pdf	annotator_1	scientific name
Amolops larutensis	170	pdf	annotator_1	scientific name
Amolops liangshanensis	170	pdf	annotator_1	scientific name
Amolops lifanensis	170	pdf	annotator_1	scientific name
Amolops loloensis	170	pdf	annotator_1	scientific name
Amolops mantzorum	170	pdf	annotator_1	scientific name
Amolops marmoratus	170	pdf	annotator_1	scientific name
Amolops panhai	170	pdf	annotator_1	scientific name
Amolops ricketti	170	pdf	annotator_1	scientific name
Amolops spinapectoralis	170	pdf	annotator_1	scientific name
Amolops torrentis	170	pdf	annotator_1	scientific name
Amolops viridimaculatus	170	pdf	annotator_1	scientific name
Amolops wuyiensis	170	pdf	annotator_1	scientific name
Amphibia	170	pdf	annotator_1	scientific name
Amphiuma	170	pdf	annotator_1	scientific name
Amphiuma pholeter	170	pdf	annotator_1	scientific name
Amphiuma tridactylum	170	pdf	annotator_1	scientific name
Amphiumidae	170	pdf	annotator_1	scientific name
Andinophryne	170	pdf	annotator_1	scientific name
Andrias	170	pdf	annotator_1	scientific name
Andrias davidianus	170	pdf	annotator_1	scientific name
Andrias japonicus	170	pdf	annotator_1	scientific name
Aneides	170	pdf	annotator_1	scientific name
Aneides aeneus	170	pdf	annotator_1	scientific name
Aneides ferreus	170	pdf	annotator_1	scientific name
Aneides flavipunctatus	170	pdf	annotator_1	scientific name
Aneides hardii	170	pdf	annotator_1	scientific name
Aneides lugubris	170	pdf	annotator_1	scientific name
Aneides vagrans	170	pdf	annotator_1	scientific name
Anhydrophryne	170	pdf	annotator_1	scientific name
Anhydrophryne rattrayi	170	pdf	annotator_1	scientific name
Anodonthyla	170	pdf	annotator_1	scientific name
Anodonthyla boulengerii	170	pdf	annotator_1	scientific name
Anodonthyla hutchisoni	170	pdf	annotator_1	scientific name
Anodonthyla montana	170	pdf	annotator_1	scientific name
Anodonthyla nigrigularis	170	pdf	annotator_1	scientific name
Anodonthyla rouxae	170	pdf	annotator_1	scientific name
Anotheca	170	pdf	annotator_1	scientific name
Anotheca spinosa	170	pdf	annotator_1	scientific name
Ansonia	170	pdf	annotator_1	scientific name
Ansonia fuliginea	170	pdf	annotator_1	scientific name
